filepath,label,cluster,umap_x,umap_y
data\raw\HAM10000_images_part_1\ISIC_0025287.jpg,nevus,0,4.0355372,-0.26913267
data\raw\HAM10000_images_part_2\ISIC_0031561.jpg,melanoma,2,1.7846622,-1.4314581
data\raw\HAM10000_images_part_1\ISIC_0027782.jpg,nevus,1,10.368675,-1.4420443
data\raw\HAM10000_images_part_2\ISIC_0033397.jpg,seborrheic_keratosis,1,7.285688,0.10602597
data\raw\HAM10000_images_part_2\ISIC_0033899.jpg,seborrheic_keratosis,0,6.1952386,-4.661588
data\raw\HAM10000_images_part_2\ISIC_0030724.jpg,nevus,2,2.365382,1.502639
data\raw\HAM10000_images_part_2\ISIC_0034024.jpg,seborrheic_keratosis,0,6.327307,-3.9535275
data\raw\HAM10000_images_part_1\ISIC_0027301.jpg,nevus,2,3.3525295,0.63732845
data\raw\HAM10000_images_part_1\ISIC_0025587.jpg,nevus,0,4.389707,-1.9330926
data\raw\HAM10000_images_part_1\ISIC_0027403.jpg,nevus,0,5.53781,-0.17886639
data\raw\HAM10000_images_part_2\ISIC_0031649.jpg,nevus,0,6.1906214,-4.1095157
data\raw\HAM10000_images_part_2\ISIC_0030667.jpg,nevus,1,6.969532,-1.0077575
data\raw\HAM10000_images_part_1\ISIC_0026771.jpg,nevus,2,3.434478,0.7125379
data\raw\HAM10000_images_part_1\ISIC_0028656.jpg,seborrheic_keratosis,2,1.8087204,-0.4611979
data\raw\HAM10000_images_part_2\ISIC_0030658.jpg,nevus,2,2.955433,1.970498
data\raw\HAM10000_images_part_2\ISIC_0029530.jpg,nevus,2,2.2558815,-2.301063
data\raw\HAM10000_images_part_1\ISIC_0028750.jpg,seborrheic_keratosis,2,2.6934128,-0.5249095
data\raw\HAM10000_images_part_2\ISIC_0029843.jpg,melanoma,2,1.7831178,-2.2008195
data\raw\HAM10000_images_part_1\ISIC_0028700.jpg,nevus,1,9.964734,-1.4379585
data\raw\HAM10000_images_part_2\ISIC_0031029.jpg,seborrheic_keratosis,0,4.8819656,-2.5933886
data\raw\HAM10000_images_part_1\ISIC_0025101.jpg,nevus,0,6.2814903,-3.196564
data\raw\HAM10000_images_part_2\ISIC_0031603.jpg,nevus,1,7.5063963,0.67714727
data\raw\HAM10000_images_part_2\ISIC_0032451.jpg,nevus,1,4.309075,2.6421402
data\raw\HAM10000_images_part_2\ISIC_0030899.jpg,nevus,0,5.788073,-3.8411345
data\raw\HAM10000_images_part_1\ISIC_0027168.jpg,nevus,2,2.5618134,2.3449419
data\raw\HAM10000_images_part_2\ISIC_0032848.jpg,nevus,0,4.7276034,-1.5362432
data\raw\HAM10000_images_part_2\ISIC_0033887.jpg,nevus,0,5.7926826,-3.8906872
data\raw\HAM10000_images_part_1\ISIC_0028736.jpg,nevus,0,4.8586,-2.2308762
data\raw\HAM10000_images_part_1\ISIC_0026922.jpg,nevus,1,7.4649386,-0.73740655
data\raw\HAM10000_images_part_2\ISIC_0030569.jpg,nevus,1,10.033107,-0.64524686
data\raw\HAM10000_images_part_2\ISIC_0030992.jpg,nevus,1,10.030611,-1.3522424
data\raw\HAM10000_images_part_1\ISIC_0024965.jpg,nevus,1,10.516175,-1.41719
data\raw\HAM10000_images_part_2\ISIC_0033601.jpg,seborrheic_keratosis,0,5.333137,-2.7744393
data\raw\HAM10000_images_part_2\ISIC_0030381.jpg,nevus,2,3.7869444,0.3090941
data\raw\HAM10000_images_part_1\ISIC_0028272.jpg,nevus,0,5.6460643,-4.3350496
data\raw\HAM10000_images_part_2\ISIC_0034178.jpg,nevus,0,4.918187,-0.6761958
data\raw\HAM10000_images_part_2\ISIC_0031416.jpg,nevus,2,3.1758559,2.980014
data\raw\HAM10000_images_part_1\ISIC_0025394.jpg,melanoma,1,9.188917,-1.1809561
data\raw\HAM10000_images_part_1\ISIC_0027604.jpg,melanoma,0,3.7972047,-2.4591067
data\raw\HAM10000_images_part_2\ISIC_0034088.jpg,nevus,0,6.3156443,-4.485899
data\raw\HAM10000_images_part_1\ISIC_0028884.jpg,nevus,0,6.2250733,-3.8983817
data\raw\HAM10000_images_part_2\ISIC_0031310.jpg,melanoma,0,5.4424367,-0.8096363
data\raw\HAM10000_images_part_1\ISIC_0029136.jpg,nevus,1,5.779533,2.1557
data\raw\HAM10000_images_part_2\ISIC_0029603.jpg,seborrheic_keratosis,1,5.4923477,-4.9245806
data\raw\HAM10000_images_part_1\ISIC_0029054.jpg,nevus,2,3.2685869,-1.6368392
data\raw\HAM10000_images_part_2\ISIC_0032623.jpg,nevus,2,3.710076,-0.43885314
data\raw\HAM10000_images_part_1\ISIC_0025415.jpg,nevus,1,10.160817,-0.81371915
data\raw\HAM10000_images_part_2\ISIC_0030013.jpg,nevus,1,10.546695,-1.267125
data\raw\HAM10000_images_part_1\ISIC_0027500.jpg,nevus,1,5.9583716,1.0647862
data\raw\HAM10000_images_part_2\ISIC_0032328.jpg,nevus,0,5.771068,-4.3252306
data\raw\HAM10000_images_part_1\ISIC_0027242.jpg,nevus,1,8.485435,-0.0025315338
data\raw\HAM10000_images_part_1\ISIC_0029295.jpg,nevus,1,4.8906913,1.8481787
data\raw\HAM10000_images_part_1\ISIC_0027785.jpg,nevus,0,5.592166,0.022492893
data\raw\HAM10000_images_part_1\ISIC_0025652.jpg,nevus,0,5.587793,-1.0814562
data\raw\HAM10000_images_part_2\ISIC_0034018.jpg,nevus,0,5.533532,-1.2605795
data\raw\HAM10000_images_part_1\ISIC_0024684.jpg,nevus,0,6.0764675,-0.23548816
data\raw\HAM10000_images_part_1\ISIC_0024819.jpg,nevus,1,6.076502,1.3142346
data\raw\HAM10000_images_part_2\ISIC_0031359.jpg,nevus,0,5.553295,-0.4650919
data\raw\HAM10000_images_part_1\ISIC_0027392.jpg,seborrheic_keratosis,2,1.2978294,-1.6567827
data\raw\HAM10000_images_part_2\ISIC_0031812.jpg,seborrheic_keratosis,2,5.48916,-5.1898503
data\raw\HAM10000_images_part_1\ISIC_0028215.jpg,melanoma,0,5.5856204,-4.4183207
data\raw\HAM10000_images_part_2\ISIC_0033367.jpg,nevus,0,6.3336287,-4.1798806
data\raw\HAM10000_images_part_2\ISIC_0033773.jpg,melanoma,2,2.5340412,-0.7186499
data\raw\HAM10000_images_part_1\ISIC_0029029.jpg,seborrheic_keratosis,1,8.321387,0.25737005
data\raw\HAM10000_images_part_2\ISIC_0032282.jpg,nevus,2,3.9448812,1.7470559
data\raw\HAM10000_images_part_2\ISIC_0032539.jpg,nevus,2,5.2042317,-0.7359212
data\raw\HAM10000_images_part_1\ISIC_0026168.jpg,nevus,2,3.6569424,2.6212723
data\raw\HAM10000_images_part_1\ISIC_0027204.jpg,melanoma,2,5.7531085,-5.4503727
data\raw\HAM10000_images_part_2\ISIC_0033926.jpg,nevus,2,2.964626,-0.5460449
data\raw\HAM10000_images_part_2\ISIC_0031259.jpg,nevus,0,4.6705666,-1.8906404
data\raw\HAM10000_images_part_1\ISIC_0028995.jpg,seborrheic_keratosis,2,2.6398516,-1.4951322
data\raw\HAM10000_images_part_2\ISIC_0030573.jpg,nevus,1,6.317199,-0.85955185
data\raw\HAM10000_images_part_2\ISIC_0032420.jpg,melanoma,1,7.732762,0.7969619
data\raw\HAM10000_images_part_1\ISIC_0025805.jpg,seborrheic_keratosis,1,7.6108904,0.19600005
data\raw\HAM10000_images_part_2\ISIC_0033115.jpg,nevus,0,4.4718328,-2.5754027
data\raw\HAM10000_images_part_2\ISIC_0032042.jpg,nevus,0,6.1255145,-3.0378535
data\raw\HAM10000_images_part_2\ISIC_0029838.jpg,nevus,0,4.120804,1.5687115
data\raw\HAM10000_images_part_2\ISIC_0033339.jpg,nevus,0,4.8293767,-2.469365
data\raw\HAM10000_images_part_1\ISIC_0028967.jpg,nevus,0,5.147357,0.2519074
data\raw\HAM10000_images_part_1\ISIC_0027779.jpg,nevus,1,10.107828,-0.8384564
data\raw\HAM10000_images_part_2\ISIC_0033721.jpg,nevus,0,4.028167,-3.002028
data\raw\HAM10000_images_part_2\ISIC_0031612.jpg,nevus,1,7.6947656,0.11119148
data\raw\HAM10000_images_part_2\ISIC_0033341.jpg,nevus,2,3.0537698,-0.9714701
data\raw\HAM10000_images_part_1\ISIC_0025159.jpg,nevus,2,3.4458084,0.48037338
data\raw\HAM10000_images_part_1\ISIC_0024661.jpg,nevus,1,5.776521,1.6697733
data\raw\HAM10000_images_part_1\ISIC_0028760.jpg,melanoma,1,6.125582,-0.2925716
data\raw\HAM10000_images_part_2\ISIC_0031835.jpg,nevus,2,5.236883,1.0463785
data\raw\HAM10000_images_part_2\ISIC_0033308.jpg,nevus,2,4.2270784,-0.28752804
data\raw\HAM10000_images_part_2\ISIC_0032823.jpg,melanoma,2,3.7610948,-0.8720582
data\raw\HAM10000_images_part_2\ISIC_0034227.jpg,nevus,0,3.900945,-1.9341036
data\raw\HAM10000_images_part_2\ISIC_0032379.jpg,nevus,0,4.283677,-3.541809
data\raw\HAM10000_images_part_1\ISIC_0025405.jpg,nevus,0,5.7918267,-0.20237124
data\raw\HAM10000_images_part_1\ISIC_0028298.jpg,nevus,2,3.8219538,0.11706036
data\raw\HAM10000_images_part_2\ISIC_0034064.jpg,melanoma,1,5.0186963,-4.214885
data\raw\HAM10000_images_part_1\ISIC_0028782.jpg,nevus,1,7.7375917,-0.92457336
data\raw\HAM10000_images_part_2\ISIC_0029324.jpg,nevus,2,2.8525758,2.2780814
data\raw\HAM10000_images_part_1\ISIC_0025111.jpg,nevus,2,2.7538512,2.4260983
data\raw\HAM10000_images_part_2\ISIC_0033246.jpg,seborrheic_keratosis,1,5.1695223,1.5225285
data\raw\HAM10000_images_part_1\ISIC_0029217.jpg,seborrheic_keratosis,0,2.5842237,-1.8509934
data\raw\HAM10000_images_part_2\ISIC_0032568.jpg,nevus,0,6.1652822,-2.9601502
data\raw\HAM10000_images_part_1\ISIC_0025045.jpg,nevus,2,2.7955625,-1.9047592
data\raw\HAM10000_images_part_1\ISIC_0026921.jpg,nevus,2,1.8733261,-1.5609325
data\raw\HAM10000_images_part_2\ISIC_0030179.jpg,nevus,2,2.7725909,2.8830082
data\raw\HAM10000_images_part_2\ISIC_0033833.jpg,nevus,0,6.124102,-3.0493424
data\raw\HAM10000_images_part_1\ISIC_0026385.jpg,nevus,1,7.5586147,-0.25562617
data\raw\HAM10000_images_part_2\ISIC_0034302.jpg,nevus,0,3.26551,-0.777986
data\raw\HAM10000_images_part_2\ISIC_0032956.jpg,nevus,2,4.575194,-0.088595614
data\raw\HAM10000_images_part_1\ISIC_0028628.jpg,seborrheic_keratosis,1,7.753396,1.0235943
data\raw\HAM10000_images_part_2\ISIC_0030326.jpg,nevus,1,5.032555,-4.2003503
data\raw\HAM10000_images_part_1\ISIC_0024680.jpg,nevus,2,3.0703385,-1.4235865
data\raw\HAM10000_images_part_1\ISIC_0027893.jpg,seborrheic_keratosis,1,7.930327,1.4215788
data\raw\HAM10000_images_part_1\ISIC_0025296.jpg,nevus,2,3.9245536,1.1104972
data\raw\HAM10000_images_part_2\ISIC_0033586.jpg,melanoma,1,7.1642594,0.0791491
data\raw\HAM10000_images_part_2\ISIC_0033913.jpg,seborrheic_keratosis,2,3.9211829,-0.9480379
data\raw\HAM10000_images_part_2\ISIC_0031202.jpg,nevus,2,4.768663,2.4250228
data\raw\HAM10000_images_part_1\ISIC_0025391.jpg,melanoma,2,1.7217689,-1.3339976
data\raw\HAM10000_images_part_1\ISIC_0027366.jpg,nevus,1,6.9234843,-1.2578439
data\raw\HAM10000_images_part_2\ISIC_0031086.jpg,nevus,1,6.115019,1.443047
data\raw\HAM10000_images_part_1\ISIC_0024482.jpg,melanoma,2,2.0872161,-2.1720307
data\raw\HAM10000_images_part_1\ISIC_0026840.jpg,nevus,2,4.6168694,1.0829883
data\raw\HAM10000_images_part_2\ISIC_0034233.jpg,melanoma,2,5.0624924,-0.77488
data\raw\HAM10000_images_part_2\ISIC_0034305.jpg,nevus,2,2.3547657,-1.62234
data\raw\HAM10000_images_part_1\ISIC_0024924.jpg,nevus,0,4.6493874,-2.0328534
data\raw\HAM10000_images_part_1\ISIC_0026858.jpg,nevus,1,5.490595,1.7951577
data\raw\HAM10000_images_part_2\ISIC_0034279.jpg,nevus,0,3.9774141,-2.7104156
data\raw\HAM10000_images_part_1\ISIC_0029299.jpg,nevus,2,4.037941,1.7604976
data\raw\HAM10000_images_part_2\ISIC_0032721.jpg,nevus,1,8.894544,-0.9565641
data\raw\HAM10000_images_part_2\ISIC_0033625.jpg,nevus,0,4.925954,-1.3682925
data\raw\HAM10000_images_part_1\ISIC_0027076.jpg,melanoma,0,4.8570657,-2.84611
data\raw\HAM10000_images_part_2\ISIC_0033034.jpg,melanoma,0,6.05421,-5.081513
data\raw\HAM10000_images_part_1\ISIC_0028971.jpg,nevus,0,5.821609,-1.2853471
data\raw\HAM10000_images_part_1\ISIC_0025063.jpg,seborrheic_keratosis,0,5.482834,-3.1789966
data\raw\HAM10000_images_part_1\ISIC_0028336.jpg,seborrheic_keratosis,2,8.088901,1.769732
data\raw\HAM10000_images_part_1\ISIC_0026762.jpg,nevus,2,2.7352352,1.6206119
data\raw\HAM10000_images_part_2\ISIC_0031716.jpg,seborrheic_keratosis,2,2.7286325,2.6188366
data\raw\HAM10000_images_part_1\ISIC_0026446.jpg,seborrheic_keratosis,2,3.1377077,2.5965803
data\raw\HAM10000_images_part_2\ISIC_0031710.jpg,nevus,2,6.7649283,-0.13121814
data\raw\HAM10000_images_part_2\ISIC_0033923.jpg,nevus,2,5.3743443,1.5617913
data\raw\HAM10000_images_part_2\ISIC_0031374.jpg,nevus,2,2.643177,0.37982732
data\raw\HAM10000_images_part_1\ISIC_0028046.jpg,nevus,1,7.488515,-1.1484398
data\raw\HAM10000_images_part_2\ISIC_0029327.jpg,nevus,2,2.5591044,1.5987569
data\raw\HAM10000_images_part_1\ISIC_0028637.jpg,nevus,2,2.256661,-1.5037291
data\raw\HAM10000_images_part_1\ISIC_0024505.jpg,seborrheic_keratosis,2,2.801339,-0.20844468
data\raw\HAM10000_images_part_1\ISIC_0027420.jpg,melanoma,2,7.628246,0.8787923
data\raw\HAM10000_images_part_2\ISIC_0030651.jpg,nevus,2,4.081535,1.8173857
data\raw\HAM10000_images_part_2\ISIC_0029365.jpg,nevus,1,10.153019,-1.5107759
data\raw\HAM10000_images_part_1\ISIC_0026685.jpg,nevus,2,3.1353445,0.39063838
data\raw\HAM10000_images_part_2\ISIC_0030386.jpg,nevus,2,1.9049544,2.116839
data\raw\HAM10000_images_part_2\ISIC_0031819.jpg,seborrheic_keratosis,1,6.424645,-0.22145054
data\raw\HAM10000_images_part_2\ISIC_0032619.jpg,nevus,0,6.2204056,-3.4797635
data\raw\HAM10000_images_part_1\ISIC_0029233.jpg,seborrheic_keratosis,2,4.397028,0.8281234
data\raw\HAM10000_images_part_2\ISIC_0033751.jpg,nevus,2,3.5424514,1.3145069
data\raw\HAM10000_images_part_2\ISIC_0033313.jpg,nevus,0,5.4762673,-2.8772914
data\raw\HAM10000_images_part_1\ISIC_0025837.jpg,seborrheic_keratosis,0,6.0493464,-4.5091066
data\raw\HAM10000_images_part_1\ISIC_0028751.jpg,nevus,1,6.076006,1.3047484
data\raw\HAM10000_images_part_1\ISIC_0026153.jpg,seborrheic_keratosis,0,5.12519,-4.2845554
data\raw\HAM10000_images_part_2\ISIC_0030126.jpg,nevus,2,2.232914,-0.21615058
data\raw\HAM10000_images_part_2\ISIC_0031453.jpg,nevus,2,7.626874,1.8275492
data\raw\HAM10000_images_part_1\ISIC_0024789.jpg,nevus,0,6.3039775,-3.3555405
data\raw\HAM10000_images_part_1\ISIC_0025104.jpg,nevus,0,5.278155,-0.15401018
data\raw\HAM10000_images_part_1\ISIC_0025277.jpg,melanoma,0,5.696189,-3.1597946
data\raw\HAM10000_images_part_2\ISIC_0032970.jpg,melanoma,0,5.328162,-4.5528936
data\raw\HAM10000_images_part_2\ISIC_0031159.jpg,seborrheic_keratosis,2,4.8183722,-1.4460094
data\raw\HAM10000_images_part_1\ISIC_0027919.jpg,nevus,1,6.0124454,1.8030543
data\raw\HAM10000_images_part_1\ISIC_0026750.jpg,nevus,1,9.862606,-1.2964491
data\raw\HAM10000_images_part_1\ISIC_0024749.jpg,nevus,2,2.665296,1.6705983
data\raw\HAM10000_images_part_2\ISIC_0031926.jpg,nevus,2,1.9653131,1.7708185
data\raw\HAM10000_images_part_2\ISIC_0033797.jpg,nevus,0,4.254938,-2.1654816
data\raw\HAM10000_images_part_1\ISIC_0027376.jpg,nevus,1,10.624708,-1.4796371
data\raw\HAM10000_images_part_2\ISIC_0029732.jpg,nevus,2,3.521773,1.3928541
data\raw\HAM10000_images_part_1\ISIC_0025152.jpg,nevus,1,6.3808603,0.19438575
data\raw\HAM10000_images_part_2\ISIC_0033619.jpg,melanoma,0,5.885195,-1.209701
data\raw\HAM10000_images_part_2\ISIC_0029437.jpg,nevus,1,9.226722,-0.1845023
data\raw\HAM10000_images_part_1\ISIC_0028434.jpg,nevus,1,10.1891775,-0.94282496
data\raw\HAM10000_images_part_1\ISIC_0026880.jpg,nevus,1,6.4126678,1.1514487
data\raw\HAM10000_images_part_2\ISIC_0033387.jpg,melanoma,0,5.074682,-1.3041986
data\raw\HAM10000_images_part_2\ISIC_0029801.jpg,seborrheic_keratosis,2,4.1840334,0.8566356
data\raw\HAM10000_images_part_1\ISIC_0025214.jpg,nevus,2,1.8100799,-1.4471319
data\raw\HAM10000_images_part_2\ISIC_0034316.jpg,melanoma,0,3.3151205,-1.3598307
data\raw\HAM10000_images_part_2\ISIC_0033273.jpg,nevus,0,4.2487173,-2.92243
data\raw\HAM10000_images_part_1\ISIC_0026020.jpg,nevus,2,3.6974185,0.113915004
data\raw\HAM10000_images_part_2\ISIC_0033777.jpg,nevus,0,3.8778102,-0.06306355
data\raw\HAM10000_images_part_1\ISIC_0028895.jpg,nevus,2,3.6512113,1.9519125
data\raw\HAM10000_images_part_1\ISIC_0027013.jpg,nevus,2,5.643077,2.737143
data\raw\HAM10000_images_part_2\ISIC_0029565.jpg,nevus,1,9.110173,-0.15194051
data\raw\HAM10000_images_part_1\ISIC_0024721.jpg,nevus,2,2.8949275,2.965185
data\raw\HAM10000_images_part_2\ISIC_0033415.jpg,melanoma,2,2.8562546,-1.2603065
data\raw\HAM10000_images_part_2\ISIC_0034062.jpg,melanoma,2,2.8268466,-0.10167246
data\raw\HAM10000_images_part_2\ISIC_0032218.jpg,nevus,1,7.955194,-1.004349
data\raw\HAM10000_images_part_2\ISIC_0030639.jpg,nevus,0,6.4616194,-1.5029081
data\raw\HAM10000_images_part_1\ISIC_0025379.jpg,nevus,1,5.910815,1.3849949
data\raw\HAM10000_images_part_2\ISIC_0029731.jpg,seborrheic_keratosis,2,4.719141,2.3817685
data\raw\HAM10000_images_part_2\ISIC_0032632.jpg,nevus,1,5.6031656,2.1047425
data\raw\HAM10000_images_part_1\ISIC_0025274.jpg,nevus,2,4.0020723,1.982888
data\raw\HAM10000_images_part_2\ISIC_0031503.jpg,nevus,1,5.7050977,2.23693
data\raw\HAM10000_images_part_1\ISIC_0027873.jpg,nevus,0,2.7694316,-2.9892275
data\raw\HAM10000_images_part_2\ISIC_0031764.jpg,nevus,2,2.9194157,2.895505
data\raw\HAM10000_images_part_2\ISIC_0032485.jpg,nevus,2,4.7979136,2.009106
data\raw\HAM10000_images_part_1\ISIC_0028686.jpg,nevus,2,2.6727388,-1.7739822
data\raw\HAM10000_images_part_1\ISIC_0026006.jpg,nevus,0,6.268609,-3.5812848
data\raw\HAM10000_images_part_1\ISIC_0026151.jpg,nevus,2,2.9435463,-0.075797506
data\raw\HAM10000_images_part_2\ISIC_0032666.jpg,nevus,0,5.0897365,-4.2751265
data\raw\HAM10000_images_part_1\ISIC_0027908.jpg,nevus,2,1.8359684,-0.22844929
data\raw\HAM10000_images_part_1\ISIC_0029258.jpg,nevus,1,9.177221,-0.079438716
data\raw\HAM10000_images_part_1\ISIC_0026932.jpg,nevus,2,2.8675323,2.2632773
data\raw\HAM10000_images_part_1\ISIC_0027695.jpg,nevus,2,2.5581555,0.8223382
data\raw\HAM10000_images_part_2\ISIC_0030163.jpg,nevus,2,2.8255672,1.4062097
data\raw\HAM10000_images_part_2\ISIC_0030079.jpg,nevus,0,2.6406727,-2.9486983
data\raw\HAM10000_images_part_1\ISIC_0024880.jpg,seborrheic_keratosis,2,8.084484,1.7590218
data\raw\HAM10000_images_part_1\ISIC_0024388.jpg,nevus,2,5.2656894,2.664806
data\raw\HAM10000_images_part_1\ISIC_0025994.jpg,nevus,2,2.2931557,2.1498134
data\raw\HAM10000_images_part_1\ISIC_0026060.jpg,seborrheic_keratosis,2,4.40312,0.30301538
data\raw\HAM10000_images_part_1\ISIC_0026128.jpg,nevus,1,5.72779,2.571604
data\raw\HAM10000_images_part_1\ISIC_0028228.jpg,melanoma,2,1.3103642,-1.4711186
data\raw\HAM10000_images_part_2\ISIC_0032785.jpg,nevus,0,5.6923547,-4.3610992
data\raw\HAM10000_images_part_1\ISIC_0025173.jpg,nevus,0,4.258165,-2.8272846
data\raw\HAM10000_images_part_1\ISIC_0028097.jpg,nevus,1,10.132628,-1.2422487
data\raw\HAM10000_images_part_1\ISIC_0026135.jpg,seborrheic_keratosis,2,4.390355,0.80946904
data\raw\HAM10000_images_part_2\ISIC_0034069.jpg,nevus,0,3.6013303,-2.490588
data\raw\HAM10000_images_part_2\ISIC_0032452.jpg,nevus,1,10.181767,-1.4923478
data\raw\HAM10000_images_part_2\ISIC_0029570.jpg,melanoma,0,2.7844887,-2.6844296
data\raw\HAM10000_images_part_1\ISIC_0027043.jpg,melanoma,1,7.948808,-0.24462785
data\raw\HAM10000_images_part_2\ISIC_0032957.jpg,nevus,0,4.853815,-2.3109436
data\raw\HAM10000_images_part_2\ISIC_0032453.jpg,nevus,2,4.731137,1.032544
data\raw\HAM10000_images_part_1\ISIC_0024459.jpg,melanoma,2,1.9692444,1.4388299
data\raw\HAM10000_images_part_2\ISIC_0032699.jpg,melanoma,0,5.978617,-3.7873042
data\raw\HAM10000_images_part_2\ISIC_0029617.jpg,seborrheic_keratosis,0,2.3228812,-2.364731
data\raw\HAM10000_images_part_1\ISIC_0027096.jpg,nevus,1,7.0090365,-0.93951595
data\raw\HAM10000_images_part_1\ISIC_0026373.jpg,nevus,1,8.591243,-1.4081209
data\raw\HAM10000_images_part_1\ISIC_0026150.jpg,melanoma,0,4.2133074,-3.3541582
data\raw\HAM10000_images_part_2\ISIC_0029389.jpg,nevus,0,6.3930144,-3.0234969
data\raw\HAM10000_images_part_1\ISIC_0025787.jpg,nevus,1,6.7579093,-0.6263446
data\raw\HAM10000_images_part_1\ISIC_0026890.jpg,nevus,0,4.192982,-3.4791389
data\raw\HAM10000_images_part_2\ISIC_0032964.jpg,nevus,1,7.8152485,-0.88931155
data\raw\HAM10000_images_part_2\ISIC_0033491.jpg,seborrheic_keratosis,2,2.1278472,-0.5192056
data\raw\HAM10000_images_part_2\ISIC_0029893.jpg,melanoma,2,1.4173734,-0.5940252
data\raw\HAM10000_images_part_1\ISIC_0028838.jpg,nevus,2,2.1884058,1.8399988
data\raw\HAM10000_images_part_1\ISIC_0026683.jpg,nevus,2,3.5170534,2.9003813
data\raw\HAM10000_images_part_1\ISIC_0026307.jpg,nevus,1,9.938965,-1.485431
data\raw\HAM10000_images_part_1\ISIC_0026914.jpg,nevus,1,5.5039105,1.9984387
data\raw\HAM10000_images_part_1\ISIC_0025846.jpg,nevus,1,8.212663,0.6997466
data\raw\HAM10000_images_part_1\ISIC_0024606.jpg,nevus,1,10.194203,-0.92435306
data\raw\HAM10000_images_part_1\ISIC_0025311.jpg,nevus,1,5.747686,0.92939293
data\raw\HAM10000_images_part_2\ISIC_0034092.jpg,melanoma,2,7.562281,0.6271207
data\raw\HAM10000_images_part_1\ISIC_0026638.jpg,nevus,1,5.730409,-0.058272738
data\raw\HAM10000_images_part_1\ISIC_0028740.jpg,nevus,2,2.0640216,2.0710845
data\raw\HAM10000_images_part_1\ISIC_0024908.jpg,nevus,0,2.6377583,-2.931515
data\raw\HAM10000_images_part_2\ISIC_0031715.jpg,nevus,2,3.295208,0.1682459
data\raw\HAM10000_images_part_2\ISIC_0032454.jpg,nevus,1,9.266469,-1.1604261
data\raw\HAM10000_images_part_1\ISIC_0028469.jpg,nevus,1,10.438406,-1.3804172
data\raw\HAM10000_images_part_2\ISIC_0030159.jpg,nevus,0,3.7223332,-3.3216708
data\raw\HAM10000_images_part_1\ISIC_0024932.jpg,melanoma,0,4.9371567,-1.0936295
data\raw\HAM10000_images_part_1\ISIC_0026043.jpg,nevus,2,2.3718739,-2.2803023
data\raw\HAM10000_images_part_1\ISIC_0027516.jpg,nevus,0,4.5458875,1.4134166
data\raw\HAM10000_images_part_1\ISIC_0028658.jpg,nevus,0,4.2327166,-0.6472674
data\raw\HAM10000_images_part_1\ISIC_0026476.jpg,nevus,0,4.9495497,-2.0196078
data\raw\HAM10000_images_part_1\ISIC_0026392.jpg,nevus,1,8.863592,-1.3601469
data\raw\HAM10000_images_part_1\ISIC_0028769.jpg,nevus,2,4.601849,2.4889257
data\raw\HAM10000_images_part_1\ISIC_0027443.jpg,nevus,2,3.5787494,0.33740827
data\raw\HAM10000_images_part_2\ISIC_0032351.jpg,nevus,2,3.6807585,2.0383544
data\raw\HAM10000_images_part_2\ISIC_0032001.jpg,nevus,1,6.3628726,1.1309023
data\raw\HAM10000_images_part_1\ISIC_0024368.jpg,nevus,1,10.181837,-1.5636919
data\raw\HAM10000_images_part_2\ISIC_0033871.jpg,melanoma,1,6.0119123,-1.1914785
data\raw\HAM10000_images_part_1\ISIC_0026367.jpg,nevus,1,6.196674,1.652671
data\raw\HAM10000_images_part_1\ISIC_0025791.jpg,melanoma,0,6.3766756,-1.5908762
data\raw\HAM10000_images_part_1\ISIC_0027985.jpg,nevus,0,5.835657,-0.2863613
data\raw\HAM10000_images_part_2\ISIC_0029551.jpg,nevus,1,6.0615444,-0.5116731
data\raw\HAM10000_images_part_1\ISIC_0028437.jpg,nevus,1,10.125839,-1.3404039
data\raw\HAM10000_images_part_2\ISIC_0030086.jpg,nevus,1,7.6252546,-0.41649818
data\raw\HAM10000_images_part_2\ISIC_0032621.jpg,nevus,0,4.7947364,-2.4516487
data\raw\HAM10000_images_part_1\ISIC_0024847.jpg,nevus,1,6.3794303,0.026769752
data\raw\HAM10000_images_part_1\ISIC_0025303.jpg,melanoma,0,5.133856,-4.1593995
data\raw\HAM10000_images_part_2\ISIC_0030267.jpg,nevus,1,5.413046,2.4151194
data\raw\HAM10000_images_part_1\ISIC_0029267.jpg,nevus,2,4.016716,1.1965481
data\raw\HAM10000_images_part_1\ISIC_0028602.jpg,nevus,2,1.933968,-1.1430299
data\raw\HAM10000_images_part_1\ISIC_0024394.jpg,nevus,2,4.0047174,-0.45142096
data\raw\HAM10000_images_part_1\ISIC_0027430.jpg,nevus,2,3.252747,0.29596704
data\raw\HAM10000_images_part_1\ISIC_0028184.jpg,nevus,1,5.487819,2.4092917
data\raw\HAM10000_images_part_2\ISIC_0031956.jpg,nevus,0,5.6791496,-2.6919305
data\raw\HAM10000_images_part_1\ISIC_0026503.jpg,nevus,1,5.7496405,1.0611169
data\raw\HAM10000_images_part_1\ISIC_0026526.jpg,seborrheic_keratosis,2,1.5897043,-0.42494792
data\raw\HAM10000_images_part_2\ISIC_0030691.jpg,nevus,2,2.5577567,0.87833226
data\raw\HAM10000_images_part_2\ISIC_0030817.jpg,nevus,2,3.6736174,-1.1323785
data\raw\HAM10000_images_part_2\ISIC_0032822.jpg,nevus,0,3.812068,-1.5685887
