lesion_id,n_images
HAM_0003103,1
HAM_0003106,4
HAM_0003108,1
HAM_0003109,1
HAM_0003111,1
HAM_0003113,3
HAM_0003114,1
HAM_0003116,1
HAM_0003117,1
HAM_0003118,1
HAM_0003120,2
HAM_0003121,1
HAM_0003122,1
HAM_0003124,1
HAM_0003125,2
HAM_0003126,1
HAM_0003127,3
HAM_0003128,1
HAM_0003129,1
HAM_0003130,2
HAM_0003131,1
HAM_0003132,1
HAM_0003133,2
HAM_0003134,1
HAM_0003137,3
HAM_0003138,1
HAM_0003139,1
HAM_0003140,3
HAM_0003142,2
HAM_0003143,3
HAM_0003145,1
HAM_0003147,1
HAM_0003148,1
HAM_0003149,1
HAM_0003150,1
HAM_0003151,1
HAM_0003152,2
HAM_0003153,1
HAM_0003154,1
HAM_0003155,2
HAM_0003156,1
HAM_0003158,1
HAM_0003159,2
HAM_0003160,1
HAM_0003162,2
HAM_0003163,1
HAM_0003164,1
HAM_0003165,1
HAM_0003166,1
HAM_0003167,1
HAM_0003168,1
HAM_0003169,1
HAM_0003170,1
HAM_0003171,2
HAM_0003172,2
HAM_0003173,1
HAM_0003174,2
HAM_0003175,2
HAM_0003176,2
HAM_0003178,1
HAM_0003179,1
HAM_0003180,1
HAM_0003181,3
HAM_0003182,2
HAM_0003183,1
HAM_0003184,1
HAM_0003185,1
HAM_0003187,2
HAM_0003188,2
HAM_0003189,1
HAM_0003190,1
HAM_0003192,1
HAM_0003193,3
HAM_0003194,2
HAM_0003196,1
HAM_0003197,1
HAM_0003199,1
HAM_0003200,1
HAM_0003201,1
HAM_0003202,2
HAM_0003203,1
HAM_0003204,1
HAM_0003205,1
HAM_0003206,2
HAM_0003207,1
HAM_0003208,2
HAM_0003209,1
HAM_0003210,1
HAM_0003211,1
HAM_0003212,2
HAM_0003213,1
HAM_0003214,1
HAM_0003215,1
HAM_0003217,1
HAM_0003218,1
HAM_0003219,1
HAM_0003221,4
HAM_0003222,2
HAM_0003223,2
HAM_0003225,3
HAM_0003226,1
HAM_0003227,1
HAM_0003228,1
HAM_0003230,2
HAM_0003231,1
HAM_0003232,1
HAM_0003233,1
HAM_0003234,1
HAM_0003235,2
HAM_0003236,2
HAM_0003237,1
HAM_0003238,1
HAM_0003239,1
HAM_0003240,1
HAM_0003241,2
HAM_0003242,1
HAM_0003243,2
HAM_0003244,1
HAM_0003245,1
HAM_0003246,2
HAM_0003247,1
HAM_0003248,2
HAM_0003249,1
HAM_0003250,1
HAM_0003251,1
HAM_0003252,1
HAM_0003253,1
HAM_0003254,2
HAM_0003255,1
HAM_0003256,2
HAM_0003257,1
HAM_0003258,1
HAM_0003259,3
HAM_0003260,1
HAM_0003261,1
HAM_0003263,2
HAM_0003264,1
HAM_0003265,2
HAM_0003266,1
HAM_0003267,1
HAM_0003268,1
HAM_0003269,1
HAM_0003270,1
HAM_0003271,1
HAM_0003272,1
HAM_0003273,1
HAM_0003274,1
HAM_0003275,1
HAM_0003276,2
HAM_0003277,2
HAM_0003278,1
HAM_0003279,1
HAM_0003280,3
HAM_0003281,1
HAM_0003282,1
HAM_0003283,1
HAM_0003284,1
HAM_0003285,1
HAM_0003287,1
HAM_0003288,3
HAM_0003289,1
HAM_0003291,1
HAM_0003292,1
HAM_0003293,1
HAM_0003294,1
HAM_0003295,1
HAM_0003296,1
HAM_0003297,1
HAM_0003298,1
HAM_0003299,2
HAM_0003300,1
HAM_0003301,2
HAM_0003302,1
HAM_0003303,2
HAM_0003304,1
HAM_0003305,3
HAM_0003306,1
HAM_0003307,1
HAM_0003308,2
HAM_0003309,1
HAM_0003310,2
HAM_0003311,2
HAM_0003312,1
HAM_0003313,1
HAM_0003314,1
HAM_0003315,2
HAM_0003316,1
HAM_0003317,2
HAM_0003318,1
HAM_0003319,1
HAM_0003320,2
HAM_0003321,2
HAM_0003322,2
HAM_0003323,1
HAM_0003324,1
HAM_0003325,1
HAM_0003326,2
HAM_0003327,2
HAM_0003329,1
HAM_0003330,2
HAM_0003331,1
HAM_0003332,1
HAM_0003333,1
HAM_0003334,1
HAM_0003335,2
HAM_0003336,1
HAM_0003337,1
HAM_0003338,1
HAM_0003339,1
HAM_0003340,2
HAM_0003341,1
HAM_0003342,1
HAM_0003343,1
HAM_0003344,1
HAM_0003345,3
HAM_0003346,3
HAM_0003347,1
HAM_0003349,1
HAM_0003350,3
HAM_0003351,1
HAM_0003352,3
HAM_0003353,1
HAM_0003354,1
HAM_0003355,1
HAM_0003356,2
HAM_0003357,1
HAM_0003358,1
HAM_0003359,1
HAM_0003360,1
HAM_0003361,1
HAM_0003362,1
HAM_0003363,1
HAM_0003364,1
HAM_0003365,2
HAM_0003366,1
HAM_0003367,1
HAM_0003368,1
HAM_0003369,1
HAM_0003370,1
HAM_0003371,1
HAM_0003372,1
HAM_0003374,1
HAM_0003375,1
HAM_0003376,1
HAM_0003377,1
HAM_0003378,1
HAM_0003379,1
HAM_0003382,1
HAM_0003383,1
HAM_0003384,2
HAM_0003385,1
HAM_0003386,3
HAM_0003387,2
HAM_0003388,1
HAM_0003390,1
HAM_0003391,1
HAM_0003392,1
HAM_0003393,1
HAM_0003394,1
HAM_0003395,1
HAM_0003396,1
HAM_0003397,1
HAM_0003398,1
HAM_0003399,1
HAM_0003400,3
HAM_0003403,1
HAM_0003404,1
HAM_0003405,1
HAM_0003406,1
HAM_0003407,1
HAM_0003408,1
HAM_0003409,1
HAM_0003410,2
HAM_0003411,1
HAM_0003412,1
HAM_0003413,1
HAM_0003414,1
HAM_0003415,3
HAM_0003416,1
HAM_0003417,1
HAM_0003418,3
HAM_0003419,2
HAM_0003420,1
HAM_0003421,3
HAM_0003423,2
HAM_0003424,3
HAM_0003425,1
HAM_0003426,1
HAM_0003428,2
HAM_0003430,3
HAM_0003431,1
HAM_0003432,1
HAM_0003433,1
HAM_0003434,2
HAM_0003435,1
HAM_0003436,1
HAM_0003438,1
HAM_0003439,2
HAM_0003440,1
HAM_0003441,3
HAM_0003442,1
HAM_0003443,1
HAM_0003445,1
HAM_0003446,1
HAM_0003447,3
HAM_0003448,1
HAM_0003449,2
HAM_0003450,1
HAM_0003451,2
HAM_0003452,2
HAM_0003453,1
HAM_0003454,1
HAM_0003456,1
HAM_0003457,1
HAM_0003458,2
HAM_0003459,1
HAM_0003460,2
HAM_0003461,1
HAM_0003462,1
HAM_0003463,1
HAM_0003464,1
HAM_0003465,1
HAM_0003466,2
HAM_0003467,1
HAM_0003468,1
HAM_0003469,1
HAM_0003470,1
HAM_0003471,1
HAM_0003473,1
HAM_0003474,1
HAM_0003475,2
HAM_0003476,2
HAM_0003477,1
HAM_0003478,1
HAM_0003479,1
HAM_0003481,1
HAM_0003482,1
HAM_0003483,1
HAM_0003484,1
HAM_0003485,1
HAM_0003486,1
HAM_0003488,1
HAM_0003489,1
HAM_0003490,1
HAM_0003491,1
HAM_0003492,1
HAM_0003493,1
HAM_0003494,1
HAM_0003495,2
HAM_0003496,1
HAM_0003497,2
HAM_0003498,1
HAM_0003499,1
HAM_0003500,1
HAM_0003502,1
HAM_0003503,1
HAM_0003504,2
HAM_0003505,3
HAM_0003506,3
HAM_0003507,3
HAM_0003508,1
HAM_0003509,2
HAM_0003510,1
HAM_0003511,1
HAM_0003512,3
HAM_0003513,1
HAM_0003514,1
HAM_0003515,1
HAM_0003516,1
HAM_0003517,1
HAM_0003518,1
HAM_0003519,1
HAM_0003520,2
HAM_0003521,2
HAM_0003522,1
HAM_0003523,2
HAM_0003524,1
HAM_0003525,2
HAM_0003526,1
HAM_0003527,1
HAM_0003528,1
HAM_0003529,1
HAM_0003530,1
HAM_0003531,1
HAM_0003532,1
HAM_0003533,1
HAM_0003534,2
HAM_0003535,3
HAM_0003536,1
HAM_0003537,1
HAM_0003538,1
HAM_0003539,1
HAM_0003540,1
HAM_0003541,1
HAM_0003542,3
HAM_0003543,1
HAM_0003545,1
HAM_0003546,1
HAM_0003547,1
HAM_0003548,1
HAM_0003549,1
HAM_0003550,1
HAM_0003551,1
HAM_0003552,1
HAM_0003553,1
HAM_0003554,1
HAM_0003556,3
HAM_0003557,1
HAM_0003558,3
HAM_0003559,2
HAM_0003560,1
HAM_0003561,1
HAM_0003562,2
HAM_0003563,1
HAM_0003564,1
HAM_0003565,1
HAM_0003566,3
HAM_0003567,1
HAM_0003568,1
HAM_0003569,2
HAM_0003570,1
HAM_0003571,1
HAM_0003572,1
HAM_0003573,1
HAM_0003574,2
HAM_0003575,1
HAM_0003576,1
HAM_0003577,1
HAM_0003578,1
HAM_0003579,2
HAM_0003580,1
HAM_0003581,1
HAM_0003582,1
HAM_0003583,2
HAM_0003584,1
HAM_0003585,1
HAM_0003587,1
HAM_0003588,1
HAM_0003589,1
HAM_0003590,3
HAM_0003591,1
HAM_0003592,1
HAM_0003594,1
HAM_0003595,1
HAM_0003598,1
HAM_0003599,1
HAM_0003601,2
HAM_0003602,4
HAM_0003603,2
HAM_0003604,1
HAM_0003605,3
HAM_0003606,3
HAM_0003607,1
HAM_0003608,1
HAM_0003609,2
HAM_0003611,1
HAM_0003612,1
HAM_0003613,1
HAM_0003614,3
HAM_0003615,1
HAM_0003616,1
HAM_0003617,1
HAM_0003618,1
HAM_0003619,2
HAM_0003620,1
HAM_0003621,1
HAM_0003622,1
HAM_0003623,2
HAM_0003624,1
HAM_0003625,3
HAM_0003626,1
HAM_0003627,2
HAM_0003628,1
HAM_0003629,1
HAM_0003630,1
HAM_0003631,1
HAM_0003632,1
HAM_0003634,3
HAM_0003635,1
HAM_0003636,1
HAM_0003637,1
HAM_0003638,1
HAM_0003639,1
HAM_0003640,2
HAM_0003642,2
HAM_0003643,1
HAM_0003644,1
HAM_0003645,1
HAM_0003646,1
HAM_0003647,1
HAM_0003648,1
HAM_0003649,2
HAM_0003650,1
HAM_0003651,1
HAM_0003652,2
HAM_0003653,2
HAM_0003654,1
HAM_0003655,1
HAM_0003656,1
HAM_0003657,1
HAM_0003658,1
HAM_0003659,2
HAM_0003660,1
HAM_0003661,1
HAM_0003662,1
HAM_0003663,2
HAM_0003664,1
HAM_0003665,1
HAM_0003666,1
HAM_0003667,2
HAM_0003668,1
HAM_0003670,1
HAM_0003671,1
HAM_0003672,1
HAM_0003673,1
HAM_0003674,1
HAM_0003675,1
HAM_0003676,2
HAM_0003677,2
HAM_0003678,1
HAM_0003679,3
HAM_0003681,2
HAM_0003682,1
HAM_0003683,2
HAM_0003684,2
HAM_0003685,1
HAM_0003686,2
HAM_0003687,1
HAM_0003689,1
HAM_0003691,1
HAM_0003692,2
HAM_0003693,1
HAM_0003695,1
HAM_0003696,1
HAM_0003697,1
HAM_0003698,2
HAM_0003699,1
HAM_0003700,4
HAM_0003701,1
HAM_0003702,1
HAM_0003703,1
HAM_0003704,1
HAM_0003705,1
HAM_0003706,1
HAM_0003707,1
HAM_0003708,1
HAM_0003709,1
HAM_0003710,2
HAM_0003711,1
HAM_0003712,1
HAM_0003713,3
HAM_0003714,1
HAM_0003715,1
HAM_0003717,1
HAM_0003718,1
HAM_0003719,1
HAM_0003720,1
HAM_0003721,1
HAM_0003722,1
HAM_0003723,2
HAM_0003724,1
HAM_0003725,1
HAM_0003726,1
HAM_0003727,1
HAM_0003728,2
HAM_0003729,1
HAM_0003730,1
HAM_0003731,1
HAM_0003732,1
HAM_0003733,1
HAM_0003734,1
HAM_0003735,3
HAM_0003736,1
HAM_0003737,1
HAM_0003739,1
HAM_0003740,1
HAM_0003742,2
HAM_0003743,3
HAM_0003744,3
HAM_0003745,1
HAM_0003746,1
HAM_0003747,1
HAM_0003748,1
HAM_0003749,1
HAM_0003750,1
HAM_0003751,1
HAM_0003752,1
HAM_0003753,1
HAM_0003754,2
HAM_0003755,2
HAM_0003756,1
HAM_0003757,1
HAM_0003758,1
HAM_0003759,2
HAM_0003760,1
HAM_0003761,1
HAM_0003762,1
HAM_0003763,1
HAM_0003766,2
HAM_0003767,3
HAM_0003768,2
HAM_0003769,1
HAM_0003770,3
HAM_0003772,1
HAM_0003773,1
HAM_0003774,2
HAM_0003776,1
HAM_0003777,2
HAM_0003779,1
HAM_0003780,1
HAM_0003781,1
HAM_0003782,3
HAM_0003783,1
HAM_0003784,1
HAM_0003785,2
HAM_0003786,1
HAM_0003787,1
HAM_0003788,1
HAM_0003789,6
HAM_0003790,1
HAM_0003791,1
HAM_0003792,1
HAM_0003793,1
HAM_0003794,1
HAM_0003795,1
HAM_0003796,1
HAM_0003797,1
HAM_0003798,1
HAM_0003799,1
HAM_0003800,1
HAM_0003801,3
HAM_0003802,1
HAM_0003803,3
HAM_0003804,1
HAM_0003806,1
HAM_0003807,2
HAM_0003808,1
HAM_0003809,1
HAM_0003810,1
HAM_0003811,1
HAM_0003812,1
HAM_0003813,1
HAM_0003814,1
HAM_0003815,1
HAM_0003816,1
HAM_0003817,1
HAM_0003818,1
HAM_0003819,1
HAM_0003820,1
HAM_0003821,1
HAM_0003822,1
HAM_0003823,1
HAM_0003824,3
HAM_0003825,1
HAM_0003828,3
HAM_0003830,1
HAM_0003831,1
HAM_0003832,2
HAM_0003833,3
HAM_0003834,1
HAM_0003835,1
HAM_0003836,1
HAM_0003837,1
HAM_0003838,1
HAM_0003840,1
HAM_0003841,1
HAM_0003842,1
HAM_0003843,2
HAM_0003844,1
HAM_0003845,2
HAM_0003847,4
HAM_0003848,2
HAM_0003849,1
HAM_0003850,1
HAM_0003852,2
HAM_0003854,1
HAM_0003855,1
HAM_0003856,2
HAM_0003857,1
HAM_0003858,1
HAM_0003859,1
HAM_0003860,1
HAM_0003861,1
HAM_0003863,1
HAM_0003864,1
HAM_0003865,1
HAM_0003867,1
HAM_0003868,1
HAM_0003869,2
HAM_0003870,1
HAM_0003871,1
HAM_0003872,1
HAM_0003874,3
HAM_0003875,1
HAM_0003876,1
HAM_0003877,1
HAM_0003878,1
HAM_0003879,1
HAM_0003880,1
HAM_0003881,2
HAM_0003882,1
HAM_0003883,1
HAM_0003884,3
HAM_0003885,1
HAM_0003888,1
HAM_0003889,1
HAM_0003890,1
HAM_0003891,1
HAM_0003892,1
HAM_0003894,1
HAM_0003896,1
HAM_0003897,1
HAM_0003898,1
HAM_0003899,1
HAM_0003900,1
HAM_0003901,1
HAM_0003902,1
HAM_0003903,1
HAM_0003904,2
HAM_0003905,1
HAM_0003906,1
HAM_0003907,1
HAM_0003908,1
HAM_0003909,1
HAM_0003911,1
HAM_0003912,2
HAM_0003913,1
HAM_0003914,1
HAM_0003915,1
HAM_0003916,1
HAM_0003917,1
HAM_0003918,1
HAM_0003919,3
HAM_0003920,2
HAM_0003921,1
HAM_0003922,1
HAM_0003923,1
HAM_0003924,1
HAM_0003926,1
HAM_0003927,3
HAM_0003928,1
HAM_0003929,1
HAM_0003930,1
HAM_0003931,1
HAM_0003932,3
HAM_0003933,2
HAM_0003935,1
HAM_0003936,1
HAM_0003937,2
HAM_0003938,1
HAM_0003940,2
HAM_0003942,1
HAM_0003943,3
HAM_0003944,1
HAM_0003945,1
HAM_0003946,1
HAM_0003947,3
HAM_0003948,1
HAM_0003950,1
HAM_0003951,3
HAM_0003952,1
HAM_0003953,1
HAM_0003954,1
HAM_0003955,1
HAM_0003956,1
HAM_0003957,2
HAM_0003958,3
HAM_0003959,1
HAM_0003960,1
HAM_0003961,1
HAM_0003962,1
HAM_0003963,1
HAM_0003964,1
HAM_0003965,2
HAM_0003966,3
HAM_0003968,3
HAM_0003969,2
HAM_0003970,1
HAM_0003972,1
HAM_0003973,1
HAM_0003974,1
HAM_0003975,1
HAM_0003976,1
HAM_0003977,1
HAM_0003978,2
HAM_0003979,1
HAM_0003980,1
HAM_0003982,1
HAM_0003983,3
HAM_0003984,1
HAM_0003985,1
HAM_0003986,1
HAM_0003987,2
HAM_0003988,1
HAM_0003990,2
HAM_0003992,1
HAM_0003993,3
HAM_0003994,1
HAM_0003995,1
HAM_0003996,2
HAM_0003997,1
HAM_0003998,1
HAM_0003999,1
HAM_0004000,3
HAM_0004001,1
HAM_0004002,1
HAM_0004003,1
HAM_0004004,2
HAM_0004005,1
HAM_0004006,1
HAM_0004007,3
HAM_0004008,1
HAM_0004009,1
HAM_0004010,1
HAM_0004011,2
HAM_0004013,1
HAM_0004014,1
HAM_0004015,1
HAM_0004016,1
HAM_0004017,1
HAM_0004018,1
HAM_0004019,1
HAM_0004020,1
HAM_0004021,1
HAM_0004022,1
HAM_0004023,1
HAM_0004024,2
HAM_0004025,1
HAM_0004026,1
HAM_0004028,1
HAM_0004029,2
HAM_0004030,1
HAM_0004031,1
HAM_0004032,1
HAM_0004035,1
HAM_0004037,1
HAM_0004038,3
HAM_0004039,1
HAM_0004040,1
HAM_0004041,1
HAM_0004043,3
HAM_0004044,1
HAM_0004045,1
HAM_0004046,1
HAM_0004047,2
HAM_0004048,1
HAM_0004049,1
HAM_0004050,1
HAM_0004051,1
HAM_0004052,1
HAM_0004053,2
HAM_0004054,1
HAM_0004055,1
HAM_0004056,2
HAM_0004057,1
HAM_0004058,1
HAM_0004059,1
HAM_0004061,1
HAM_0004062,1
HAM_0004063,2
HAM_0004064,1
HAM_0004066,1
HAM_0004067,1
HAM_0004068,3
HAM_0004069,2
HAM_0004070,1
HAM_0004071,2
HAM_0004072,1
HAM_0004073,1
HAM_0004074,1
HAM_0004075,1
HAM_0004076,2
HAM_0004078,1
HAM_0004079,1
HAM_0004080,1
HAM_0004081,1
HAM_0004082,1
HAM_0004085,1
HAM_0004088,1
HAM_0004089,1
HAM_0004091,2
HAM_0004092,1
HAM_0004093,1
HAM_0004094,1
HAM_0004095,2
HAM_0004096,1
HAM_0004098,1
HAM_0004099,3
HAM_0004100,1
HAM_0004101,1
HAM_0004102,1
HAM_0004104,1
HAM_0004105,1
HAM_0004106,1
HAM_0004107,1
HAM_0004109,2
HAM_0004110,1
HAM_0004111,1
HAM_0004112,1
HAM_0004113,2
HAM_0004114,1
HAM_0004115,1
HAM_0004116,1
HAM_0004117,1
HAM_0004118,3
HAM_0004119,1
HAM_0004120,1
HAM_0004121,2
HAM_0004122,1
HAM_0004123,1
HAM_0004124,1
HAM_0004125,1
HAM_0004126,2
HAM_0004127,2
HAM_0004128,2
HAM_0004129,3
HAM_0004130,1
HAM_0004131,1
HAM_0004132,1
HAM_0004133,2
HAM_0004134,1
HAM_0004135,1
HAM_0004136,1
HAM_0004137,1
HAM_0004138,2
HAM_0004139,1
HAM_0004140,1
HAM_0004141,1
HAM_0004142,3
HAM_0004143,1
HAM_0004144,1
HAM_0004145,3
HAM_0004146,1
HAM_0004148,1
HAM_0004149,3
HAM_0004150,1
HAM_0004151,1
HAM_0004152,1
HAM_0004153,2
HAM_0004154,1
HAM_0004155,1
HAM_0004156,2
HAM_0004157,1
HAM_0004158,1
HAM_0004159,1
HAM_0004160,1
HAM_0004162,1
HAM_0004163,1
HAM_0004164,2
HAM_0004165,2
HAM_0004166,1
HAM_0004167,1
HAM_0004168,1
HAM_0004169,1
HAM_0004170,2
HAM_0004171,1
HAM_0004172,2
HAM_0004173,1
HAM_0004174,1
HAM_0004175,1
HAM_0004176,2
HAM_0004177,1
HAM_0004179,1
HAM_0004180,1
HAM_0004181,1
HAM_0004182,1
HAM_0004183,1
HAM_0004184,1
HAM_0004185,1
HAM_0004186,1
HAM_0004187,1
HAM_0004188,1
HAM_0004189,1
HAM_0004190,1
HAM_0004191,1
HAM_0004192,1
HAM_0004193,1
HAM_0004194,1
HAM_0004195,1
HAM_0004196,1
HAM_0004197,1
HAM_0004198,1
HAM_0004199,1
HAM_0004200,1
HAM_0004201,1
HAM_0004202,1
HAM_0004203,1
HAM_0004204,1
HAM_0004205,1
HAM_0004206,1
HAM_0004207,1
HAM_0004208,1
HAM_0004209,1
HAM_0004210,1
HAM_0004211,1
HAM_0004212,1
HAM_0004213,1
HAM_0004214,1
HAM_0004215,1
HAM_0004216,1
HAM_0004217,1
HAM_0004218,1
HAM_0004220,1
HAM_0004221,2
HAM_0004222,2
HAM_0004223,1
HAM_0004224,2
HAM_0004225,1
HAM_0004226,3
HAM_0004227,1
HAM_0004228,1
HAM_0004229,1
HAM_0004230,1
HAM_0004232,1
HAM_0004233,1
HAM_0004234,2
HAM_0004236,1
HAM_0004237,1
HAM_0004238,1
HAM_0004239,3
HAM_0004240,3
HAM_0004241,1
HAM_0004242,1
HAM_0004244,1
HAM_0004245,2
HAM_0004246,1
HAM_0004247,1
HAM_0004248,1
HAM_0004249,1
HAM_0004250,1
HAM_0004251,1
HAM_0004252,1
HAM_0004253,1
HAM_0004254,1
HAM_0004255,1
HAM_0004256,1
HAM_0004258,2
HAM_0004259,1
HAM_0004260,2
HAM_0004261,1
HAM_0004262,1
HAM_0004263,1
HAM_0004264,1
HAM_0004265,2
HAM_0004266,1
HAM_0004267,2
HAM_0004269,1
HAM_0004270,1
HAM_0004271,1
HAM_0004272,3
HAM_0004274,1
HAM_0004275,1
HAM_0004276,1
HAM_0004277,1
HAM_0004279,1
HAM_0004280,1
HAM_0004281,1
HAM_0004283,1
HAM_0004284,3
HAM_0004286,1
HAM_0004287,1
HAM_0004288,1
HAM_0004289,1
HAM_0004290,1
HAM_0004291,1
HAM_0004292,1
HAM_0004294,1
HAM_0004295,1
HAM_0004296,3
HAM_0004298,1
HAM_0004299,1
HAM_0004301,1
HAM_0004302,2
HAM_0004303,2
HAM_0004304,3
HAM_0004305,1
HAM_0004306,1
HAM_0004307,1
HAM_0004308,1
HAM_0004309,1
HAM_0004310,1
HAM_0004311,1
HAM_0004312,1
HAM_0004313,1
HAM_0004314,1
HAM_0004315,1
HAM_0004316,1
HAM_0004318,2
HAM_0004319,1
HAM_0004320,1
HAM_0004321,2
HAM_0004322,1
HAM_0004323,1
HAM_0004324,1
HAM_0004325,1
HAM_0004326,1
HAM_0004327,1
HAM_0004328,1
HAM_0004329,1
HAM_0004332,3
HAM_0004333,1
HAM_0004334,1
HAM_0004335,1
HAM_0004336,1
HAM_0004337,2
HAM_0004338,3
HAM_0004339,1
HAM_0004340,1
HAM_0004341,2
HAM_0004343,1
HAM_0004344,1
HAM_0004345,1
HAM_0004346,1
HAM_0004347,1
HAM_0004348,1
HAM_0004349,1
HAM_0004350,1
HAM_0004351,1
HAM_0004352,1
HAM_0004353,1
HAM_0004354,2
HAM_0004355,1
HAM_0004356,1
HAM_0004357,1
HAM_0004358,1
HAM_0004359,1
HAM_0004360,2
HAM_0004361,1
HAM_0004362,1
HAM_0004364,2
HAM_0004366,1
HAM_0004367,2
HAM_0004368,1
HAM_0004369,1
HAM_0004370,2
HAM_0004372,2
HAM_0004373,1
HAM_0004374,1
HAM_0004375,2
HAM_0004377,1
HAM_0004378,1
HAM_0004379,1
HAM_0004380,2
HAM_0004381,1
HAM_0004382,1
HAM_0004383,1
HAM_0004385,1
HAM_0004386,1
HAM_0004387,2
HAM_0004389,1
HAM_0004390,1
HAM_0004391,1
HAM_0004392,3
HAM_0004393,1
HAM_0004394,1
HAM_0004395,1
HAM_0004396,3
HAM_0004397,3
HAM_0004399,1
HAM_0004400,1
HAM_0004401,1
HAM_0004402,1
HAM_0004403,1
HAM_0004404,1
HAM_0004405,2
HAM_0004406,2
HAM_0004407,1
HAM_0004408,1
HAM_0004410,2
HAM_0004411,3
HAM_0004412,2
HAM_0004414,1
HAM_0004415,1
HAM_0004416,1
HAM_0004417,1
HAM_0004418,2
HAM_0004419,1
HAM_0004421,1
HAM_0004422,2
HAM_0004423,3
HAM_0004424,2
HAM_0004425,1
HAM_0004426,1
HAM_0004427,1
HAM_0004428,2
HAM_0004430,1
HAM_0004431,1
HAM_0004432,2
HAM_0004433,1
HAM_0004434,1
HAM_0004436,1
HAM_0004437,1
HAM_0004438,1
HAM_0004442,2
HAM_0004443,4
HAM_0004444,3
HAM_0004445,1
HAM_0004446,1
HAM_0004448,1
HAM_0004449,1
HAM_0004450,1
HAM_0004451,1
HAM_0004452,1
HAM_0004453,2
HAM_0004454,1
HAM_0004456,1
HAM_0004457,1
HAM_0004458,3
HAM_0004459,1
HAM_0004460,1
HAM_0004461,2
HAM_0004463,1
HAM_0004464,1
HAM_0004465,1
HAM_0004466,1
HAM_0004467,1
HAM_0004468,1
HAM_0004469,1
HAM_0004470,1
HAM_0004471,1
HAM_0004473,1
HAM_0004474,1
HAM_0004475,2
HAM_0004476,1
HAM_0004477,1
HAM_0004478,1
HAM_0004479,2
HAM_0004481,1
HAM_0004482,1
HAM_0004483,1
HAM_0004484,1
HAM_0004485,2
HAM_0004486,1
HAM_0004488,1
HAM_0004489,1
HAM_0004490,1
HAM_0004491,3
HAM_0004492,1
HAM_0004493,1
HAM_0004494,2
HAM_0004497,1
HAM_0004498,1
HAM_0004499,1
HAM_0004500,1
HAM_0004501,1
HAM_0004502,1
HAM_0004503,3
HAM_0004504,1
HAM_0004505,1
HAM_0004506,1
HAM_0004507,2
HAM_0004508,1
HAM_0004509,1
HAM_0004510,1
HAM_0004512,1
HAM_0004513,1
HAM_0004516,1
HAM_0004517,1
HAM_0004518,3
HAM_0004519,1
HAM_0004520,1
HAM_0004523,1
HAM_0004524,2
HAM_0004526,1
HAM_0004527,1
HAM_0004528,1
HAM_0004529,1
HAM_0004530,1
HAM_0004531,2
HAM_0004532,1
HAM_0004533,1
HAM_0004534,2
HAM_0004535,1
HAM_0004537,1
HAM_0004538,1
HAM_0004540,1
HAM_0004541,1
HAM_0004543,1
HAM_0004544,1
HAM_0004545,2
HAM_0004546,2
HAM_0004547,1
HAM_0004548,3
HAM_0004550,3
HAM_0004551,1
HAM_0004552,1
HAM_0004553,1
HAM_0004554,1
HAM_0004555,3
HAM_0004556,2
HAM_0004557,1
HAM_0004559,1
HAM_0004560,1
HAM_0004561,1
HAM_0004562,1
HAM_0004564,2
HAM_0004565,1
HAM_0004566,1
HAM_0004567,1
HAM_0004569,2
HAM_0004570,1
HAM_0004571,2
HAM_0004572,1
HAM_0004573,1
HAM_0004574,3
HAM_0004575,2
HAM_0004576,1
HAM_0004577,1
HAM_0004578,2
HAM_0004579,1
HAM_0004580,1
HAM_0004581,3
HAM_0004582,1
HAM_0004583,1
HAM_0004584,1
HAM_0004585,1
HAM_0004586,1
HAM_0004587,1
HAM_0004588,1
HAM_0004589,1
HAM_0004590,1
HAM_0004591,1
HAM_0004593,2
HAM_0004594,1
HAM_0004595,1
HAM_0004596,2
HAM_0004597,1
HAM_0004598,1
HAM_0004599,2
HAM_0004600,2
HAM_0004601,1
HAM_0004602,1
HAM_0004604,2
HAM_0004605,1
HAM_0004606,1
HAM_0004607,2
HAM_0004608,1
HAM_0004610,1
HAM_0004611,1
HAM_0004612,1
HAM_0004613,1
HAM_0004614,1
HAM_0004615,3
HAM_0004616,1
HAM_0004619,1
HAM_0004620,2
HAM_0004622,1
HAM_0004623,1
HAM_0004625,1
HAM_0004626,1
HAM_0004628,1
HAM_0004629,1
HAM_0004630,3
HAM_0004631,1
HAM_0004632,2
HAM_0004633,1
HAM_0004634,1
HAM_0004637,1
HAM_0004638,1
HAM_0004639,1
HAM_0004640,1
HAM_0004641,2
HAM_0004642,3
HAM_0004643,2
HAM_0004644,1
HAM_0004645,1
HAM_0004646,2
HAM_0004647,1
HAM_0004649,1
HAM_0004650,1
HAM_0004651,1
HAM_0004652,1
HAM_0004654,1
HAM_0004656,2
HAM_0004657,1
HAM_0004658,1
HAM_0004659,1
HAM_0004660,1
HAM_0004661,1
HAM_0004663,2
HAM_0004664,1
HAM_0004665,1
HAM_0004666,1
HAM_0004667,2
HAM_0004668,1
HAM_0004669,1
HAM_0004670,1
HAM_0004671,1
HAM_0004672,1
HAM_0004673,2
HAM_0004674,1
HAM_0004675,1
HAM_0004676,2
HAM_0004677,1
HAM_0004678,1
HAM_0004679,1
HAM_0004680,1
HAM_0004681,1
HAM_0004682,1
